section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,1,1.0,2.0,74.1,65.0,69.7
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,2,2.0,2.0,64.5,56.2,55.8
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,3,3.0,2.0,61.8,56.0,56.2
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,4,4.0,2.0,60.1,55.8,55.8
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,5,5.0,2.0,59.4,55.9,55.6
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,6,6.0,2.0,58.7,55.6,56.0
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,7,7.0,2.0,58.3,55.6,55.6
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,8,8.0,2.0,57.9,55.6,55.7
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,9,9.0,2.0,57.7,55.5,55.5
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,10,10.0,2.0,57.4,55.7,55.6
LYDIT4-6-1000strokes_E1_RE_SEC-10_local,11,11.0,2.0,57.3,56.1,56.2
