section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-4-2000strokes_E1_RE_SEC-09_local,1,1.0,2.0,66.4,50.7,67.2
FLT8-4-2000strokes_E1_RE_SEC-09_local,2,2.0,2.0,49.1,35.1,35.2
FLT8-4-2000strokes_E1_RE_SEC-09_local,3,3.0,2.0,44.4,35.6,35.5
FLT8-4-2000strokes_E1_RE_SEC-09_local,4,4.0,2.0,42.2,35.3,35.4
FLT8-4-2000strokes_E1_RE_SEC-09_local,5,5.0,2.0,40.7,35.1,35.1
FLT8-4-2000strokes_E1_RE_SEC-09_local,6,6.0,2.0,39.7,36.1,35.4
FLT8-4-2000strokes_E1_RE_SEC-09_local,7,7.0,2.0,39.4,35.5,35.9
FLT8-4-2000strokes_E1_RE_SEC-09_local,8,8.0,2.0,38.7,34.8,35.2
FLT8-4-2000strokes_E1_RE_SEC-09_local,9,9.0,2.0,38.3,35.4,34.9
FLT8-4-2000strokes_E1_RE_SEC-09_local,10,10.0,2.0,38.0,35.4,35.5
FLT8-4-2000strokes_E1_RE_SEC-09_local,11,11.0,2.0,37.8,35.5,35.7
