section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,1,1.0,2.0,78.7,61.3,58.4
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,2,2.0,2.0,60.8,44.7,44.6
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,3,3.0,2.0,55.3,44.5,44.6
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,4,4.0,2.0,52.4,43.8,44.1
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,5,5.0,2.0,50.6,44.1,44.1
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,6,6.0,2.0,49.6,44.3,44.0
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,7,7.0,2.0,48.7,43.8,44.0
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,8,8.0,2.0,48.1,44.0,44.1
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,9,9.0,2.0,47.7,44.2,44.1
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,10,10.0,2.0,47.3,43.9,43.8
LYDIT5-4-2000strokes_E1_RE_SEC-05_local,11,11.0,2.0,47.0,43.7,44.2
