section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-4-50strokes_E1_RE_SEC-10_local,1,1.0,2.0,102.6,66.7,60.8
FLT8-4-50strokes_E1_RE_SEC-10_local,2,2.0,2.0,65.6,35.2,35.3
FLT8-4-50strokes_E1_RE_SEC-10_local,3,3.0,2.0,54.5,35.5,35.3
FLT8-4-50strokes_E1_RE_SEC-10_local,4,4.0,2.0,49.6,34.9,35.0
FLT8-4-50strokes_E1_RE_SEC-10_local,5,5.0,2.0,46.2,34.6,34.5
FLT8-4-50strokes_E1_RE_SEC-10_local,6,6.0,2.0,44.3,35.1,35.2
FLT8-4-50strokes_E1_RE_SEC-10_local,7,7.0,2.0,43.0,35.3,34.8
FLT8-4-50strokes_E1_RE_SEC-10_local,8,8.0,2.0,42.0,34.8,35.0
FLT8-4-50strokes_E1_RE_SEC-10_local,9,9.0,2.0,41.1,34.8,35.1
FLT8-4-50strokes_E1_RE_SEC-10_local,10,10.0,2.0,40.5,34.5,34.2
FLT8-4-50strokes_E1_RE_SEC-10_local,11,11.0,2.0,39.9,34.6,34.9
