section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-4-50strokes_E1_RE_SEC-05_local,1,1.0,2.0,68.7,50.9,60.0
FLT8-4-50strokes_E1_RE_SEC-05_local,2,2.0,2.0,50.4,35.2,35.5
FLT8-4-50strokes_E1_RE_SEC-05_local,3,3.0,2.0,45.8,36.5,36.4
FLT8-4-50strokes_E1_RE_SEC-05_local,4,4.0,2.0,43.2,35.5,35.2
FLT8-4-50strokes_E1_RE_SEC-05_local,5,5.0,2.0,41.5,34.7,34.9
FLT8-4-50strokes_E1_RE_SEC-05_local,6,6.0,2.0,40.4,34.9,34.7
FLT8-4-50strokes_E1_RE_SEC-05_local,7,7.0,2.0,39.6,35.3,35.2
FLT8-4-50strokes_E1_RE_SEC-05_local,8,8.0,2.0,39.0,35.2,35.5
FLT8-4-50strokes_E1_RE_SEC-05_local,9,9.0,2.0,38.6,36.1,35.8
FLT8-4-50strokes_E1_RE_SEC-05_local,10,10.0,2.0,38.4,35.9,35.7
FLT8-4-50strokes_E1_RE_SEC-05_local,11,11.0,2.0,38.1,35.2,35.4
