section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,1,1.0,2.0,65.3,63.9,72.6
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,2,2.0,2.0,62.2,59.8,59.9
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,3,3.0,2.0,61.6,60.6,60.4
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,4,4.0,2.0,61.4,59.5,59.7
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,5,5.0,2.0,60.7,58.4,58.0
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,6,6.0,2.0,60.4,59.1,59.0
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,7,7.0,2.0,60.3,59.4,59.7
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,8,8.0,2.0,60.2,58.9,59.0
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,9,9.0,2.0,60.0,54.6,57.4
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,10,10.0,2.0,59.1,59.8,59.5
LYDIT4-4-1000strokes_E1_RE_SEC-02_local,11,11.0,2.0,59.9,64.5,63.8
