section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-2000strokes_E1_RE_SEC-01_local,1,1.0,2.0,92.2,77.0,73.7
FLT4-3-2000strokes_E1_RE_SEC-01_local,2,2.0,2.0,76.0,61.4,61.3
FLT4-3-2000strokes_E1_RE_SEC-01_local,3,3.0,2.0,71.1,60.5,60.5
FLT4-3-2000strokes_E1_RE_SEC-01_local,4,4.0,2.0,68.1,59.8,60.1
FLT4-3-2000strokes_E1_RE_SEC-01_local,5,5.0,2.0,66.5,60.3,60.2
FLT4-3-2000strokes_E1_RE_SEC-01_local,6,6.0,2.0,65.4,59.9,59.9
FLT4-3-2000strokes_E1_RE_SEC-01_local,7,7.0,2.0,64.6,60.5,60.2
FLT4-3-2000strokes_E1_RE_SEC-01_local,8,8.0,2.0,64.2,59.6,63.5
FLT4-3-2000strokes_E1_RE_SEC-01_local,9,9.0,2.0,63.4,42.9,44.7
FLT4-3-2000strokes_E1_RE_SEC-01_local,10,10.0,2.0,60.1,31.0,30.3
FLT4-3-2000strokes_E1_RE_SEC-01_local,11,11.0,2.0,57.7,23.2,27.9
