section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-7-before_E1_RE_SEC-09_local,1,1.0,2.0,89.6,77.9,72.8
FLT4-7-before_E1_RE_SEC-09_local,2,2.0,2.0,77.1,59.5,57.8
FLT4-7-before_E1_RE_SEC-09_local,3,3.0,2.0,69.2,56.7,57.5
FLT4-7-before_E1_RE_SEC-09_local,4,4.0,2.0,66.8,71.1,70.5
FLT4-7-before_E1_RE_SEC-09_local,5,5.0,2.0,69.8,80.9,86.4
FLT4-7-before_E1_RE_SEC-09_local,6,6.0,2.0,71.1,84.4,86.7
FLT4-7-before_E1_RE_SEC-09_local,7,7.0,2.0,73.9,79.2,78.0
FLT4-7-before_E1_RE_SEC-09_local,8,8.0,2.0,73.0,66.8,66.4
FLT4-7-before_E1_RE_SEC-09_local,9,9.0,2.0,72.3,62.7,76.1
FLT4-7-before_E1_RE_SEC-09_local,10,10.0,2.0,71.2,24.9,24.1
FLT4-7-before_E1_RE_SEC-09_local,11,11.0,2.0,64.8,3.0,3.3
FLT4-7-before_E1_RE_SEC-09_local,12,12.0,2.0,59.6,4.0,3.7
