section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-5-50strokes_E1_RE_SEC-03_local,1,1.0,2.0,79.7,71.4,73.7
LYDIT4-5-50strokes_E1_RE_SEC-03_local,2,2.0,2.0,70.6,61.3,61.4
LYDIT4-5-50strokes_E1_RE_SEC-03_local,3,3.0,2.0,67.2,61.3,61.3
LYDIT4-5-50strokes_E1_RE_SEC-03_local,4,4.0,2.0,65.9,61.8,61.7
LYDIT4-5-50strokes_E1_RE_SEC-03_local,5,5.0,2.0,65.0,61.7,61.8
LYDIT4-5-50strokes_E1_RE_SEC-03_local,6,6.0,2.0,64.4,62.2,61.7
LYDIT4-5-50strokes_E1_RE_SEC-03_local,7,7.0,2.0,64.2,61.0,62.9
LYDIT4-5-50strokes_E1_RE_SEC-03_local,8,8.0,2.0,63.6,60.7,59.9
LYDIT4-5-50strokes_E1_RE_SEC-03_local,9,9.0,2.0,63.4,61.9,61.6
LYDIT4-5-50strokes_E1_RE_SEC-03_local,10,10.0,2.0,63.2,62.7,64.5
LYDIT4-5-50strokes_E1_RE_SEC-03_local,11,11.0,2.0,63.3,43.1,49.4
