section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-50strokes_E1_RE_SEC-09_local,1,1.0,2.0,68.3,65.0,73.7
FLT4-3-50strokes_E1_RE_SEC-09_local,2,2.0,2.0,64.7,60.6,60.5
FLT4-3-50strokes_E1_RE_SEC-09_local,3,3.0,2.0,63.1,59.9,59.8
FLT4-3-50strokes_E1_RE_SEC-09_local,4,4.0,2.0,62.3,59.6,59.8
FLT4-3-50strokes_E1_RE_SEC-09_local,5,5.0,2.0,61.7,59.3,58.9
FLT4-3-50strokes_E1_RE_SEC-09_local,6,6.0,2.0,61.3,59.5,59.5
FLT4-3-50strokes_E1_RE_SEC-09_local,7,7.0,2.0,61.1,60.5,60.5
FLT4-3-50strokes_E1_RE_SEC-09_local,8,8.0,2.0,61.1,57.2,61.3
FLT4-3-50strokes_E1_RE_SEC-09_local,9,9.0,2.0,60.2,41.2,40.1
FLT4-3-50strokes_E1_RE_SEC-09_local,10,10.0,2.0,57.2,31.0,30.3
FLT4-3-50strokes_E1_RE_SEC-09_local,11,11.0,2.0,54.9,30.1,34.1
