section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-2-2000strokes_E1_RE_SEC-07_local,1,1.0,2.0,63.3,54.7,66.5
FLT8-2-2000strokes_E1_RE_SEC-07_local,2,2.0,2.0,53.8,45.0,45.2
FLT8-2-2000strokes_E1_RE_SEC-07_local,3,3.0,2.0,50.6,44.9,45.0
FLT8-2-2000strokes_E1_RE_SEC-07_local,4,4.0,2.0,49.2,45.4,45.2
FLT8-2-2000strokes_E1_RE_SEC-07_local,5,5.0,2.0,48.5,45.4,45.2
FLT8-2-2000strokes_E1_RE_SEC-07_local,6,6.0,2.0,47.9,45.3,45.3
FLT8-2-2000strokes_E1_RE_SEC-07_local,7,7.0,2.0,47.6,45.2,45.7
FLT8-2-2000strokes_E1_RE_SEC-07_local,8,8.0,2.0,47.2,45.5,45.3
FLT8-2-2000strokes_E1_RE_SEC-07_local,9,9.0,2.0,47.1,46.3,46.2
FLT8-2-2000strokes_E1_RE_SEC-07_local,10,10.0,2.0,47.0,46.1,45.9
FLT8-2-2000strokes_E1_RE_SEC-07_local,11,11.0,2.0,46.9,45.5,45.6
