section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-2-2000strokes_E1_RE_SEC-01_local,1,1.0,2.0,70.3,57.8,65.9
FLT8-2-2000strokes_E1_RE_SEC-01_local,2,2.0,2.0,57.1,45.3,45.3
FLT8-2-2000strokes_E1_RE_SEC-01_local,3,3.0,2.0,53.1,45.2,45.4
FLT8-2-2000strokes_E1_RE_SEC-01_local,4,4.0,2.0,51.0,44.8,44.7
FLT8-2-2000strokes_E1_RE_SEC-01_local,5,5.0,2.0,49.7,45.0,44.9
FLT8-2-2000strokes_E1_RE_SEC-01_local,6,6.0,2.0,48.9,45.0,45.0
FLT8-2-2000strokes_E1_RE_SEC-01_local,7,7.0,2.0,48.3,44.9,44.8
FLT8-2-2000strokes_E1_RE_SEC-01_local,8,8.0,2.0,47.9,44.7,45.0
FLT8-2-2000strokes_E1_RE_SEC-01_local,9,9.0,2.0,47.5,45.0,45.2
FLT8-2-2000strokes_E1_RE_SEC-01_local,10,10.0,2.0,47.3,45.1,45.1
FLT8-2-2000strokes_E1_RE_SEC-01_local,11,11.0,2.0,47.1,44.7,44.7
