section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-7-50strokes_E1_RE_SEC-02_local,1,1.0,2.0,68.4,65.4,77.4
FLT4-7-50strokes_E1_RE_SEC-02_local,2,2.0,2.0,64.3,61.1,61.2
FLT4-7-50strokes_E1_RE_SEC-02_local,3,3.0,2.0,63.3,60.3,60.2
FLT4-7-50strokes_E1_RE_SEC-02_local,4,4.0,2.0,62.2,59.6,59.9
FLT4-7-50strokes_E1_RE_SEC-02_local,5,5.0,2.0,61.7,59.3,59.3
FLT4-7-50strokes_E1_RE_SEC-02_local,6,6.0,2.0,61.2,59.1,59.3
FLT4-7-50strokes_E1_RE_SEC-02_local,7,7.0,2.0,61.0,59.6,59.3
FLT4-7-50strokes_E1_RE_SEC-02_local,8,8.0,2.0,60.8,59.2,59.2
FLT4-7-50strokes_E1_RE_SEC-02_local,9,9.0,2.0,60.6,59.6,59.4
FLT4-7-50strokes_E1_RE_SEC-02_local,10,10.0,2.0,60.6,60.1,59.9
FLT4-7-50strokes_E1_RE_SEC-02_local,11,11.0,2.0,60.5,52.8,53.6
