section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-before_E1_RE_SEC-01_local,1,1.0,2.0,44.3,42.7,52.9
FLT4-2-before_E1_RE_SEC-01_local,2,2.0,2.0,41.7,38.3,37.8
FLT4-2-before_E1_RE_SEC-01_local,3,3.0,2.0,40.2,37.5,37.7
FLT4-2-before_E1_RE_SEC-01_local,4,4.0,2.0,39.6,38.4,37.9
FLT4-2-before_E1_RE_SEC-01_local,5,5.0,2.0,39.5,38.4,38.7
FLT4-2-before_E1_RE_SEC-01_local,6,6.0,2.0,39.2,37.7,37.8
FLT4-2-before_E1_RE_SEC-01_local,7,7.0,2.0,39.0,37.9,37.9
FLT4-2-before_E1_RE_SEC-01_local,8,8.0,2.0,38.9,37.8,37.7
FLT4-2-before_E1_RE_SEC-01_local,9,9.0,2.0,38.7,37.9,38.2
FLT4-2-before_E1_RE_SEC-01_local,10,10.0,2.0,38.7,38.4,37.8
FLT4-2-before_E1_RE_SEC-01_local,11,11.0,2.0,38.7,40.1,39.8
