section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-before_E1_RE_SEC-08_local,1,1.0,2.0,49.1,43.2,54.0
FLT4-2-before_E1_RE_SEC-08_local,2,2.0,2.0,42.9,37.4,37.4
FLT4-2-before_E1_RE_SEC-08_local,3,3.0,2.0,41.1,37.0,37.2
FLT4-2-before_E1_RE_SEC-08_local,4,4.0,2.0,39.9,36.5,36.6
FLT4-2-before_E1_RE_SEC-08_local,5,5.0,2.0,39.2,37.2,36.6
FLT4-2-before_E1_RE_SEC-08_local,6,6.0,2.0,39.0,37.8,37.8
FLT4-2-before_E1_RE_SEC-08_local,7,7.0,2.0,38.8,37.5,37.7
FLT4-2-before_E1_RE_SEC-08_local,8,8.0,2.0,38.6,37.5,37.8
FLT4-2-before_E1_RE_SEC-08_local,9,9.0,2.0,38.5,38.1,38.1
FLT4-2-before_E1_RE_SEC-08_local,10,10.0,2.0,38.5,40.9,40.5
FLT4-2-before_E1_RE_SEC-08_local,11,11.0,2.0,39.0,47.0,47.4
