section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-before_E1_RE_SEC-04_local,1,1.0,2.0,51.9,45.2,61.6
FLT4-2-before_E1_RE_SEC-04_local,2,2.0,2.0,43.8,36.8,37.0
FLT4-2-before_E1_RE_SEC-04_local,3,3.0,2.0,41.7,37.7,37.6
FLT4-2-before_E1_RE_SEC-04_local,4,4.0,2.0,40.7,37.2,37.2
FLT4-2-before_E1_RE_SEC-04_local,5,5.0,2.0,39.8,36.6,36.4
FLT4-2-before_E1_RE_SEC-04_local,6,6.0,2.0,39.3,37.3,37.2
FLT4-2-before_E1_RE_SEC-04_local,7,7.0,2.0,39.1,38.0,38.5
FLT4-2-before_E1_RE_SEC-04_local,8,8.0,2.0,39.0,37.6,37.5
FLT4-2-before_E1_RE_SEC-04_local,9,9.0,2.0,38.8,38.1,38.3
FLT4-2-before_E1_RE_SEC-04_local,10,10.0,2.0,38.8,40.3,40.4
