section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,1,1.0,2.0,90.3,75.4,73.1
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,2,2.0,2.0,74.3,59.5,59.3
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,3,3.0,2.0,69.2,59.6,59.7
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,4,4.0,2.0,66.8,59.7,59.7
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,5,5.0,2.0,65.3,59.2,59.2
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,6,6.0,2.0,64.2,61.1,60.4
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,7,7.0,2.0,64.1,59.2,59.0
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,8,8.0,2.0,62.9,58.2,57.9
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,9,9.0,2.0,62.8,85.0,88.7
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,10,10.0,2.0,67.0,101.9,104.2
LYDIT4-12-2000strokes_E1_RE_SEC-04_local,11,11.0,2.0,68.4,40.6,82.6
