section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-4-50strokes_E1_RE_SEC-05_local,1,1.0,2.0,83.6,72.3,72.2
LYDIT4-4-50strokes_E1_RE_SEC-05_local,2,2.0,2.0,71.4,47.7,48.0
LYDIT4-4-50strokes_E1_RE_SEC-05_local,3,3.0,2.0,59.4,59.2,58.4
LYDIT4-4-50strokes_E1_RE_SEC-05_local,4,4.0,2.0,65.5,68.6,70.1
LYDIT4-4-50strokes_E1_RE_SEC-05_local,5,5.0,2.0,63.2,46.2,42.8
LYDIT4-4-50strokes_E1_RE_SEC-05_local,6,6.0,2.0,59.2,59.9,60.4
LYDIT4-4-50strokes_E1_RE_SEC-05_local,7,7.0,2.0,62.2,73.0,74.0
LYDIT4-4-50strokes_E1_RE_SEC-05_local,8,8.0,2.0,62.6,62.2,61.6
LYDIT4-4-50strokes_E1_RE_SEC-05_local,9,9.0,2.0,62.2,57.4,58.1
LYDIT4-4-50strokes_E1_RE_SEC-05_local,10,10.0,2.0,61.5,56.4,57.1
LYDIT4-4-50strokes_E1_RE_SEC-05_local,11,11.0,2.0,61.2,56.3,58.2
