section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-10-before_E1_RE_SEC-05_local,1,1.0,2.0,87.0,71.8,74.9
FLT4-10-before_E1_RE_SEC-05_local,2,2.0,2.0,71.0,58.3,57.8
FLT4-10-before_E1_RE_SEC-05_local,3,3.0,2.0,66.1,56.7,56.6
FLT4-10-before_E1_RE_SEC-05_local,4,4.0,2.0,63.3,56.6,56.7
FLT4-10-before_E1_RE_SEC-05_local,5,5.0,2.0,61.9,56.2,57.0
FLT4-10-before_E1_RE_SEC-05_local,6,6.0,2.0,60.9,56.1,55.6
FLT4-10-before_E1_RE_SEC-05_local,7,7.0,2.0,60.2,56.6,56.6
FLT4-10-before_E1_RE_SEC-05_local,8,8.0,2.0,59.8,56.7,56.7
FLT4-10-before_E1_RE_SEC-05_local,9,9.0,2.0,59.4,56.7,56.7
FLT4-10-before_E1_RE_SEC-05_local,10,10.0,2.0,59.2,57.1,56.8
