section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-1-2000strokes_E1_RE_SEC-10_local,1,1.0,2.0,71.1,58.3,69.6
FLT8-1-2000strokes_E1_RE_SEC-10_local,2,2.0,2.0,58.0,46.4,45.8
FLT8-1-2000strokes_E1_RE_SEC-10_local,3,3.0,2.0,54.0,45.7,45.6
FLT8-1-2000strokes_E1_RE_SEC-10_local,4,4.0,2.0,51.8,44.9,45.6
FLT8-1-2000strokes_E1_RE_SEC-10_local,5,5.0,2.0,50.3,45.6,45.5
FLT8-1-2000strokes_E1_RE_SEC-10_local,6,6.0,2.0,49.7,45.8,45.6
FLT8-1-2000strokes_E1_RE_SEC-10_local,7,7.0,2.0,49.0,44.3,44.8
FLT8-1-2000strokes_E1_RE_SEC-10_local,8,8.0,2.0,48.3,44.8,44.2
FLT8-1-2000strokes_E1_RE_SEC-10_local,9,9.0,2.0,48.1,44.9,44.6
FLT8-1-2000strokes_E1_RE_SEC-10_local,10,10.0,2.0,47.6,44.5,45.2
FLT8-1-2000strokes_E1_RE_SEC-10_local,11,11.0,2.0,47.4,44.8,45.0
