section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-9-50strokes_E1_RE_SEC-03_local,1,1.0,2.0,56.4,50.7,62.0
LYDIT5-9-50strokes_E1_RE_SEC-03_local,2,2.0,2.0,50.3,44.7,44.9
LYDIT5-9-50strokes_E1_RE_SEC-03_local,3,3.0,2.0,48.3,44.5,44.8
LYDIT5-9-50strokes_E1_RE_SEC-03_local,4,4.0,2.0,47.3,44.1,44.4
LYDIT5-9-50strokes_E1_RE_SEC-03_local,5,5.0,2.0,46.6,44.2,44.4
LYDIT5-9-50strokes_E1_RE_SEC-03_local,6,6.0,2.0,46.3,44.7,44.5
LYDIT5-9-50strokes_E1_RE_SEC-03_local,7,7.0,2.0,46.0,44.2,44.2
LYDIT5-9-50strokes_E1_RE_SEC-03_local,8,8.0,2.0,45.7,44.1,44.5
LYDIT5-9-50strokes_E1_RE_SEC-03_local,9,9.0,2.0,45.6,45.2,45.0
LYDIT5-9-50strokes_E1_RE_SEC-03_local,10,10.0,2.0,45.6,45.0,44.7
LYDIT5-9-50strokes_E1_RE_SEC-03_local,11,11.0,2.0,45.5,43.9,44.2
