section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-50strokes_E1_RE_SEC-03_local,1,1.0,2.0,71.1,70.5,78.4
LYDIT4-7-50strokes_E1_RE_SEC-03_local,2,2.0,2.0,69.3,63.6,62.7
LYDIT4-7-50strokes_E1_RE_SEC-03_local,3,3.0,2.0,66.0,59.7,59.4
LYDIT4-7-50strokes_E1_RE_SEC-03_local,4,4.0,2.0,64.4,59.5,59.7
LYDIT4-7-50strokes_E1_RE_SEC-03_local,5,5.0,2.0,63.4,58.9,59.1
LYDIT4-7-50strokes_E1_RE_SEC-03_local,6,6.0,2.0,62.6,58.9,58.8
LYDIT4-7-50strokes_E1_RE_SEC-03_local,7,7.0,2.0,62.1,59.1,59.3
LYDIT4-7-50strokes_E1_RE_SEC-03_local,8,8.0,2.0,61.7,60.0,59.5
LYDIT4-7-50strokes_E1_RE_SEC-03_local,9,9.0,2.0,61.6,52.0,55.2
LYDIT4-7-50strokes_E1_RE_SEC-03_local,10,10.0,2.0,59.8,22.0,159.0
LYDIT4-7-50strokes_E1_RE_SEC-03_local,11,11.0,2.0,55.1,0.4,0.3
