section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-50strokes_E1_RE_SEC-01_local,1,1.0,2.0,86.9,77.1,72.0
LYDIT4-7-50strokes_E1_RE_SEC-01_local,2,2.0,2.0,76.2,63.6,63.9
LYDIT4-7-50strokes_E1_RE_SEC-01_local,3,3.0,2.0,71.2,60.8,59.8
LYDIT4-7-50strokes_E1_RE_SEC-01_local,4,4.0,2.0,68.3,59.7,59.8
LYDIT4-7-50strokes_E1_RE_SEC-01_local,5,5.0,2.0,66.5,59.6,59.6
LYDIT4-7-50strokes_E1_RE_SEC-01_local,6,6.0,2.0,65.4,59.3,58.9
LYDIT4-7-50strokes_E1_RE_SEC-01_local,7,7.0,2.0,64.4,59.3,59.8
LYDIT4-7-50strokes_E1_RE_SEC-01_local,8,8.0,2.0,63.8,57.7,58.9
LYDIT4-7-50strokes_E1_RE_SEC-01_local,9,9.0,2.0,62.9,30.1,32.5
LYDIT4-7-50strokes_E1_RE_SEC-01_local,10,10.0,2.0,57.7,1.0,0.5
LYDIT4-7-50strokes_E1_RE_SEC-01_local,11,11.0,2.0,52.7,1.0,0.8
