section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-50strokes_E1_RE_SEC-02_local,1,1.0,2.0,78.6,76.2,80.9
LYDIT4-7-50strokes_E1_RE_SEC-02_local,2,2.0,2.0,76.0,66.2,63.0
LYDIT4-7-50strokes_E1_RE_SEC-02_local,3,3.0,2.0,70.2,59.6,59.6
LYDIT4-7-50strokes_E1_RE_SEC-02_local,4,4.0,2.0,67.5,59.5,59.6
LYDIT4-7-50strokes_E1_RE_SEC-02_local,5,5.0,2.0,65.8,59.3,59.3
LYDIT4-7-50strokes_E1_RE_SEC-02_local,6,6.0,2.0,64.7,59.0,58.8
LYDIT4-7-50strokes_E1_RE_SEC-02_local,7,7.0,2.0,63.8,59.3,59.2
LYDIT4-7-50strokes_E1_RE_SEC-02_local,8,8.0,2.0,63.3,58.7,59.8
LYDIT4-7-50strokes_E1_RE_SEC-02_local,9,9.0,2.0,62.7,38.8,47.0
LYDIT4-7-50strokes_E1_RE_SEC-02_local,10,10.0,2.0,58.8,9.0,5.7
LYDIT4-7-50strokes_E1_RE_SEC-02_local,11,11.0,2.0,53.9,0.5,0.5
