section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-50strokes_E1_RE_SEC-06_local,1,1.0,2.0,68.7,63.8,75.0
LYDIT4-7-50strokes_E1_RE_SEC-06_local,2,2.0,2.0,63.6,59.3,59.6
LYDIT4-7-50strokes_E1_RE_SEC-06_local,3,3.0,2.0,62.3,59.8,59.6
LYDIT4-7-50strokes_E1_RE_SEC-06_local,4,4.0,2.0,61.7,59.7,59.7
LYDIT4-7-50strokes_E1_RE_SEC-06_local,5,5.0,2.0,61.3,59.3,59.6
LYDIT4-7-50strokes_E1_RE_SEC-06_local,6,6.0,2.0,60.9,59.3,59.0
LYDIT4-7-50strokes_E1_RE_SEC-06_local,7,7.0,2.0,60.7,59.2,59.3
LYDIT4-7-50strokes_E1_RE_SEC-06_local,8,8.0,2.0,60.5,59.1,59.1
LYDIT4-7-50strokes_E1_RE_SEC-06_local,9,9.0,2.0,60.3,58.3,59.7
LYDIT4-7-50strokes_E1_RE_SEC-06_local,10,10.0,2.0,60.0,38.8,44.0
LYDIT4-7-50strokes_E1_RE_SEC-06_local,11,11.0,2.0,56.8,9.0,5.3
