section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-6-before_E1_RE_SEC-02_local,1,1.0,2.0,55.9,47.4,63.2
FLT8-6-before_E1_RE_SEC-02_local,2,2.0,2.0,46.1,35.3,35.4
FLT8-6-before_E1_RE_SEC-02_local,3,3.0,2.0,41.8,35.5,36.1
FLT8-6-before_E1_RE_SEC-02_local,4,4.0,2.0,40.7,36.1,35.6
FLT8-6-before_E1_RE_SEC-02_local,5,5.0,2.0,39.5,35.4,35.8
FLT8-6-before_E1_RE_SEC-02_local,6,6.0,2.0,38.9,35.2,35.0
FLT8-6-before_E1_RE_SEC-02_local,7,7.0,2.0,38.3,35.0,35.2
FLT8-6-before_E1_RE_SEC-02_local,8,8.0,2.0,37.9,36.0,36.2
FLT8-6-before_E1_RE_SEC-02_local,9,9.0,2.0,37.8,36.3,35.6
FLT8-6-before_E1_RE_SEC-02_local,10,10.0,2.0,37.6,35.7,35.7
FLT8-6-before_E1_RE_SEC-02_local,11,11.0,2.0,37.4,35.4,35.5
