section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-7-50strokes_E1_RE_SEC-10_local,1,1.0,2.0,59.8,47.0,62.5
FLT8-7-50strokes_E1_RE_SEC-10_local,2,2.0,2.0,45.2,32.6,32.5
FLT8-7-50strokes_E1_RE_SEC-10_local,3,3.0,2.0,40.8,32.4,32.4
FLT8-7-50strokes_E1_RE_SEC-10_local,4,4.0,2.0,38.5,32.6,32.5
FLT8-7-50strokes_E1_RE_SEC-10_local,5,5.0,2.0,37.4,32.2,32.1
FLT8-7-50strokes_E1_RE_SEC-10_local,6,6.0,2.0,36.4,31.5,31.5
FLT8-7-50strokes_E1_RE_SEC-10_local,7,7.0,2.0,35.7,31.6,31.8
FLT8-7-50strokes_E1_RE_SEC-10_local,8,8.0,2.0,35.1,32.1,32.1
FLT8-7-50strokes_E1_RE_SEC-10_local,9,9.0,2.0,34.9,32.4,32.4
FLT8-7-50strokes_E1_RE_SEC-10_local,10,10.0,2.0,34.6,32.4,32.2
FLT8-7-50strokes_E1_RE_SEC-10_local,11,11.0,2.0,34.4,32.1,32.1
