section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-before_E1_RE_SEC-04_local,1,1.0,2.0,68.5,65.1,75.1
FLT4-3-before_E1_RE_SEC-04_local,2,2.0,2.0,64.4,60.3,60.6
FLT4-3-before_E1_RE_SEC-04_local,3,3.0,2.0,62.9,59.8,60.5
FLT4-3-before_E1_RE_SEC-04_local,4,4.0,2.0,62.1,59.7,59.9
FLT4-3-before_E1_RE_SEC-04_local,5,5.0,2.0,61.6,59.8,59.5
FLT4-3-before_E1_RE_SEC-04_local,6,6.0,2.0,61.3,60.3,59.8
FLT4-3-before_E1_RE_SEC-04_local,7,7.0,2.0,61.3,60.9,60.7
FLT4-3-before_E1_RE_SEC-04_local,8,8.0,2.0,61.2,65.4,68.7
FLT4-3-before_E1_RE_SEC-04_local,9,9.0,2.0,62.1,48.5,49.7
FLT4-3-before_E1_RE_SEC-04_local,10,10.0,2.0,58.9,36.7,33.4
FLT4-3-before_E1_RE_SEC-04_local,11,11.0,2.0,57.5,33.8,42.5
