section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-before_E1_RE_SEC-03_local,1,1.0,2.0,69.8,64.6,73.9
FLT4-3-before_E1_RE_SEC-03_local,2,2.0,2.0,64.1,60.1,60.6
FLT4-3-before_E1_RE_SEC-03_local,3,3.0,2.0,63.3,60.7,60.2
FLT4-3-before_E1_RE_SEC-03_local,4,4.0,2.0,62.4,60.4,60.6
FLT4-3-before_E1_RE_SEC-03_local,5,5.0,2.0,62.1,59.7,59.8
FLT4-3-before_E1_RE_SEC-03_local,6,6.0,2.0,61.5,59.8,60.0
FLT4-3-before_E1_RE_SEC-03_local,7,7.0,2.0,61.5,60.8,60.4
FLT4-3-before_E1_RE_SEC-03_local,8,8.0,2.0,61.3,64.8,64.7
FLT4-3-before_E1_RE_SEC-03_local,9,9.0,2.0,62.2,48.9,52.4
FLT4-3-before_E1_RE_SEC-03_local,10,10.0,2.0,59.0,35.7,33.3
FLT4-3-before_E1_RE_SEC-03_local,11,11.0,2.0,57.4,31.7,35.8
