section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-50strokes_E1_RE_SEC-02_local,1,1.0,2.0,52.0,44.3,51.7
FLT4-2-50strokes_E1_RE_SEC-02_local,2,2.0,2.0,43.8,36.8,37.3
FLT4-2-50strokes_E1_RE_SEC-02_local,3,3.0,2.0,41.6,37.3,37.2
FLT4-2-50strokes_E1_RE_SEC-02_local,4,4.0,2.0,40.5,37.1,36.9
FLT4-2-50strokes_E1_RE_SEC-02_local,5,5.0,2.0,39.8,36.4,36.8
FLT4-2-50strokes_E1_RE_SEC-02_local,6,6.0,2.0,39.1,37.6,37.7
FLT4-2-50strokes_E1_RE_SEC-02_local,7,7.0,2.0,39.2,38.7,39.0
FLT4-2-50strokes_E1_RE_SEC-02_local,8,8.0,2.0,39.0,38.1,37.9
FLT4-2-50strokes_E1_RE_SEC-02_local,9,9.0,2.0,38.9,37.1,36.8
FLT4-2-50strokes_E1_RE_SEC-02_local,10,10.0,2.0,38.6,37.7,37.6
FLT4-2-50strokes_E1_RE_SEC-02_local,11,11.0,2.0,38.7,40.5,40.4
