section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-50strokes_E1_RE_SEC-04_local,1,1.0,2.0,63.1,49.4,65.3
FLT4-2-50strokes_E1_RE_SEC-04_local,2,2.0,2.0,48.5,36.4,36.4
FLT4-2-50strokes_E1_RE_SEC-04_local,3,3.0,2.0,44.4,37.4,37.6
FLT4-2-50strokes_E1_RE_SEC-04_local,4,4.0,2.0,42.8,37.3,37.3
FLT4-2-50strokes_E1_RE_SEC-04_local,5,5.0,2.0,41.4,36.7,36.6
FLT4-2-50strokes_E1_RE_SEC-04_local,6,6.0,2.0,40.7,37.3,37.0
FLT4-2-50strokes_E1_RE_SEC-04_local,7,7.0,2.0,40.2,37.6,38.0
FLT4-2-50strokes_E1_RE_SEC-04_local,8,8.0,2.0,39.9,37.2,37.1
FLT4-2-50strokes_E1_RE_SEC-04_local,9,9.0,2.0,39.6,37.7,37.7
FLT4-2-50strokes_E1_RE_SEC-04_local,10,10.0,2.0,39.5,39.8,39.6
