section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,1,1.0,2.0,117.1,72.0,64.5
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,2,2.0,2.0,70.9,33.5,34.2
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,3,3.0,2.0,57.3,34.6,34.5
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,4,4.0,2.0,51.2,34.6,34.5
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,5,5.0,2.0,47.6,34.4,34.7
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,6,6.0,2.0,45.3,34.6,34.3
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,7,7.0,2.0,43.7,34.5,34.7
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,8,8.0,2.0,42.5,34.9,34.9
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,9,9.0,2.0,41.7,35.2,35.0
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,10,10.0,2.0,41.0,35.0,35.1
LYDIT5-7-2000strokes_E1_RE_SEC-01_local,11,11.0,2.0,40.4,34.6,34.9
