section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-4-50strokes_E1_RE_SEC-10_local,1,1.0,2.0,70.8,65.3,73.8
FLT4-4-50strokes_E1_RE_SEC-10_local,2,2.0,2.0,64.7,59.1,59.2
FLT4-4-50strokes_E1_RE_SEC-10_local,3,3.0,2.0,62.8,59.1,59.2
FLT4-4-50strokes_E1_RE_SEC-10_local,4,4.0,2.0,61.9,59.2,59.1
FLT4-4-50strokes_E1_RE_SEC-10_local,5,5.0,2.0,61.3,59.1,59.1
FLT4-4-50strokes_E1_RE_SEC-10_local,6,6.0,2.0,60.9,58.9,59.0
FLT4-4-50strokes_E1_RE_SEC-10_local,7,7.0,2.0,60.6,58.8,58.9
FLT4-4-50strokes_E1_RE_SEC-10_local,8,8.0,2.0,60.4,58.7,58.6
FLT4-4-50strokes_E1_RE_SEC-10_local,9,9.0,2.0,60.2,59.1,58.9
FLT4-4-50strokes_E1_RE_SEC-10_local,10,10.0,2.0,60.1,59.1,58.6
FLT4-4-50strokes_E1_RE_SEC-10_local,11,11.0,2.0,60.0,59.0,59.4
