section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,1,1.0,2.0,105.2,85.9,80.4
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,2,2.0,2.0,84.7,63.7,62.6
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,3,3.0,2.0,76.9,61.6,61.3
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,4,4.0,2.0,72.9,60.8,61.0
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,5,5.0,2.0,70.3,60.8,60.9
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,6,6.0,2.0,68.8,61.5,61.5
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,7,7.0,2.0,67.7,61.0,61.2
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,8,8.0,2.0,66.8,60.6,61.1
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,9,9.0,2.0,66.1,61.0,60.8
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,10,10.0,2.0,65.6,61.3,61.3
LYDIT4-2-1000strokes_E1_RE_SEC-01_local,11,11.0,2.0,65.2,61.2,61.2
