section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,1,1.0,2.0,67.9,65.5,75.0
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,2,2.0,2.0,64.1,60.1,60.0
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,3,3.0,2.0,62.6,60.0,60.3
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,4,4.0,2.0,62.0,60.2,59.9
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,5,5.0,2.0,61.6,59.9,59.8
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,6,6.0,2.0,61.3,59.4,59.9
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,7,7.0,2.0,61.0,59.7,59.8
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,8,8.0,2.0,60.9,60.2,60.0
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,9,9.0,2.0,60.8,60.1,59.9
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,10,10.0,2.0,60.7,60.4,60.3
LYDIT4-8-1000strokes_E1_RE_SEC-02_local,11,11.0,2.0,60.8,46.4,53.1
