section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-50strokes_E1_RE_SEC-04_local,1,1.0,2.0,50.9,44.6,56.2
LYDIT1-4-50strokes_E1_RE_SEC-04_local,2,2.0,2.0,44.1,37.6,37.7
LYDIT1-4-50strokes_E1_RE_SEC-04_local,3,3.0,2.0,41.9,37.7,37.9
LYDIT1-4-50strokes_E1_RE_SEC-04_local,4,4.0,2.0,40.8,36.7,36.9
LYDIT1-4-50strokes_E1_RE_SEC-04_local,5,5.0,2.0,39.8,35.1,34.6
LYDIT1-4-50strokes_E1_RE_SEC-04_local,6,6.0,2.0,38.9,35.5,35.6
LYDIT1-4-50strokes_E1_RE_SEC-04_local,7,7.0,2.0,38.6,35.9,35.5
LYDIT1-4-50strokes_E1_RE_SEC-04_local,8,8.0,2.0,38.2,35.6,35.7
LYDIT1-4-50strokes_E1_RE_SEC-04_local,9,9.0,2.0,37.9,36.1,36.0
LYDIT1-4-50strokes_E1_RE_SEC-04_local,10,10.0,2.0,37.7,37.2,37.0
