section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,1,1.0,2.0,165.3,104.4,100.1
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,2,2.0,2.0,102.4,42.7,38.0
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,3,3.0,2.0,76.8,35.3,34.9
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,4,4.0,2.0,64.5,33.9,33.3
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,5,5.0,2.0,57.5,33.3,34.3
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,6,6.0,2.0,53.1,34.9,34.8
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,7,7.0,2.0,50.5,34.4,34.3
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,8,8.0,2.0,48.0,32.2,31.9
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,9,9.0,2.0,46.1,35.9,35.0
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,10,10.0,2.0,45.4,41.0,40.7
LYDIT1-4-2000strokes_E1_RE_SEC-09_local,11,11.0,2.0,45.1,52.1,54.1
