section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,1,1.0,2.0,88.6,62.6,55.9
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,2,2.0,2.0,61.3,37.3,37.4
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,3,3.0,2.0,52.6,36.8,37.2
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,4,4.0,2.0,48.4,35.3,35.0
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,5,5.0,2.0,45.4,34.9,35.0
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,6,6.0,2.0,43.7,35.3,35.4
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,7,7.0,2.0,42.4,35.4,35.1
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,8,8.0,2.0,41.6,35.4,35.4
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,9,9.0,2.0,40.8,35.5,35.7
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,10,10.0,2.0,40.4,38.0,37.9
LYDIT1-4-1000strokes_E1_RE_SEC-06_local,11,11.0,2.0,40.3,40.1,40.1
