section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-4-before_E1_RE_SEC-08_local,1,1.0,2.0,57.1,46.7,55.8
FLT8-4-before_E1_RE_SEC-08_local,2,2.0,2.0,46.1,35.9,35.8
FLT8-4-before_E1_RE_SEC-08_local,3,3.0,2.0,42.6,35.6,35.5
FLT8-4-before_E1_RE_SEC-08_local,4,4.0,2.0,40.8,35.2,35.4
FLT8-4-before_E1_RE_SEC-08_local,5,5.0,2.0,39.6,35.4,35.5
FLT8-4-before_E1_RE_SEC-08_local,6,6.0,2.0,38.9,35.3,34.9
FLT8-4-before_E1_RE_SEC-08_local,7,7.0,2.0,38.4,35.2,35.9
FLT8-4-before_E1_RE_SEC-08_local,8,8.0,2.0,38.0,35.7,35.5
FLT8-4-before_E1_RE_SEC-08_local,9,9.0,2.0,37.8,35.6,35.5
FLT8-4-before_E1_RE_SEC-08_local,10,10.0,2.0,37.5,35.7,36.0
FLT8-4-before_E1_RE_SEC-08_local,11,11.0,2.0,37.4,35.6,35.8
