section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-09_local,1,1.0,2.0,49.8,43.5,53.1
LYDIT1-4-before_E1_RE_SEC-09_local,2,2.0,2.0,42.5,37.8,38.2
LYDIT1-4-before_E1_RE_SEC-09_local,3,3.0,2.0,41.7,38.6,39.0
LYDIT1-4-before_E1_RE_SEC-09_local,4,4.0,2.0,40.5,37.0,37.0
LYDIT1-4-before_E1_RE_SEC-09_local,5,5.0,2.0,39.8,35.4,35.1
LYDIT1-4-before_E1_RE_SEC-09_local,6,6.0,2.0,38.8,34.7,34.9
LYDIT1-4-before_E1_RE_SEC-09_local,7,7.0,2.0,38.3,36.1,36.1
LYDIT1-4-before_E1_RE_SEC-09_local,8,8.0,2.0,38.1,35.6,36.0
LYDIT1-4-before_E1_RE_SEC-09_local,9,9.0,2.0,37.7,33.9,34.0
LYDIT1-4-before_E1_RE_SEC-09_local,10,10.0,2.0,37.3,34.9,34.3
LYDIT1-4-before_E1_RE_SEC-09_local,11,11.0,2.0,37.2,39.5,40.3
