section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-01_local,1,1.0,2.0,62.3,49.5,66.1
LYDIT1-4-before_E1_RE_SEC-01_local,2,2.0,2.0,48.4,36.6,36.8
LYDIT1-4-before_E1_RE_SEC-01_local,3,3.0,2.0,44.4,36.8,36.6
LYDIT1-4-before_E1_RE_SEC-01_local,4,4.0,2.0,42.4,35.8,36.2
LYDIT1-4-before_E1_RE_SEC-01_local,5,5.0,2.0,40.9,34.4,34.0
LYDIT1-4-before_E1_RE_SEC-01_local,6,6.0,2.0,39.7,34.6,34.5
LYDIT1-4-before_E1_RE_SEC-01_local,7,7.0,2.0,39.1,35.7,35.8
LYDIT1-4-before_E1_RE_SEC-01_local,8,8.0,2.0,38.7,35.3,34.6
LYDIT1-4-before_E1_RE_SEC-01_local,9,9.0,2.0,38.2,35.5,36.0
LYDIT1-4-before_E1_RE_SEC-01_local,10,10.0,2.0,38.0,36.4,36.3
LYDIT1-4-before_E1_RE_SEC-01_local,11,11.0,2.0,37.9,38.2,37.2
