section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-07_local,1,1.0,2.0,55.3,46.5,61.3
LYDIT1-4-before_E1_RE_SEC-07_local,2,2.0,2.0,45.8,37.9,38.3
LYDIT1-4-before_E1_RE_SEC-07_local,3,3.0,2.0,43.3,37.8,37.8
LYDIT1-4-before_E1_RE_SEC-07_local,4,4.0,2.0,41.7,36.5,36.7
LYDIT1-4-before_E1_RE_SEC-07_local,5,5.0,2.0,40.5,35.7,35.8
LYDIT1-4-before_E1_RE_SEC-07_local,6,6.0,2.0,39.7,35.8,35.6
LYDIT1-4-before_E1_RE_SEC-07_local,7,7.0,2.0,39.2,35.5,35.3
LYDIT1-4-before_E1_RE_SEC-07_local,8,8.0,2.0,38.7,34.8,35.1
LYDIT1-4-before_E1_RE_SEC-07_local,9,9.0,2.0,38.2,35.0,34.5
LYDIT1-4-before_E1_RE_SEC-07_local,10,10.0,2.0,37.9,37.3,36.8
LYDIT1-4-before_E1_RE_SEC-07_local,11,11.0,2.0,38.0,40.3,41.3
