section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-03_local,1,1.0,2.0,45.5,42.1,46.3
LYDIT1-4-before_E1_RE_SEC-03_local,2,2.0,2.0,41.5,37.5,37.4
LYDIT1-4-before_E1_RE_SEC-03_local,3,3.0,2.0,40.1,37.5,37.8
LYDIT1-4-before_E1_RE_SEC-03_local,4,4.0,2.0,39.5,37.2,37.0
LYDIT1-4-before_E1_RE_SEC-03_local,5,5.0,2.0,38.9,35.5,35.4
LYDIT1-4-before_E1_RE_SEC-03_local,6,6.0,2.0,38.1,35.0,34.9
LYDIT1-4-before_E1_RE_SEC-03_local,7,7.0,2.0,37.8,35.4,35.8
LYDIT1-4-before_E1_RE_SEC-03_local,8,8.0,2.0,37.5,35.6,35.5
LYDIT1-4-before_E1_RE_SEC-03_local,9,9.0,2.0,37.3,36.7,35.9
LYDIT1-4-before_E1_RE_SEC-03_local,10,10.0,2.0,37.3,36.8,36.8
LYDIT1-4-before_E1_RE_SEC-03_local,11,11.0,2.0,37.2,38.2,38.1
