section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-04_local,1,1.0,2.0,53.3,45.5,54.3
LYDIT1-4-before_E1_RE_SEC-04_local,2,2.0,2.0,45.2,38.1,37.7
LYDIT1-4-before_E1_RE_SEC-04_local,3,3.0,2.0,42.9,37.6,37.8
LYDIT1-4-before_E1_RE_SEC-04_local,4,4.0,2.0,41.3,36.5,37.1
LYDIT1-4-before_E1_RE_SEC-04_local,5,5.0,2.0,40.3,35.2,34.7
LYDIT1-4-before_E1_RE_SEC-04_local,6,6.0,2.0,39.3,35.5,35.7
LYDIT1-4-before_E1_RE_SEC-04_local,7,7.0,2.0,38.9,35.6,35.5
LYDIT1-4-before_E1_RE_SEC-04_local,8,8.0,2.0,38.3,35.3,35.6
LYDIT1-4-before_E1_RE_SEC-04_local,9,9.0,2.0,38.1,36.2,35.6
LYDIT1-4-before_E1_RE_SEC-04_local,10,10.0,2.0,37.9,37.0,36.9
