section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-05_local,1,1.0,2.0,47.4,43.2,52.6
LYDIT1-4-before_E1_RE_SEC-05_local,2,2.0,2.0,42.7,37.6,37.4
LYDIT1-4-before_E1_RE_SEC-05_local,3,3.0,2.0,40.8,37.6,37.8
LYDIT1-4-before_E1_RE_SEC-05_local,4,4.0,2.0,40.1,37.1,37.3
LYDIT1-4-before_E1_RE_SEC-05_local,5,5.0,2.0,39.3,35.5,35.1
LYDIT1-4-before_E1_RE_SEC-05_local,6,6.0,2.0,38.5,35.3,36.0
LYDIT1-4-before_E1_RE_SEC-05_local,7,7.0,2.0,38.1,35.3,35.1
LYDIT1-4-before_E1_RE_SEC-05_local,8,8.0,2.0,37.7,35.6,35.7
LYDIT1-4-before_E1_RE_SEC-05_local,9,9.0,2.0,37.6,35.8,35.6
LYDIT1-4-before_E1_RE_SEC-05_local,10,10.0,2.0,37.3,36.6,36.7
LYDIT1-4-before_E1_RE_SEC-05_local,11,11.0,2.0,37.4,39.0,39.4
