section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-4-before_E1_RE_SEC-08_local,1,1.0,2.0,50.4,44.5,55.8
LYDIT1-4-before_E1_RE_SEC-08_local,2,2.0,2.0,43.8,37.8,38.3
LYDIT1-4-before_E1_RE_SEC-08_local,3,3.0,2.0,41.8,38.1,38.0
LYDIT1-4-before_E1_RE_SEC-08_local,4,4.0,2.0,40.8,37.0,37.1
LYDIT1-4-before_E1_RE_SEC-08_local,5,5.0,2.0,39.8,35.4,35.1
LYDIT1-4-before_E1_RE_SEC-08_local,6,6.0,2.0,39.0,35.5,35.2
LYDIT1-4-before_E1_RE_SEC-08_local,7,7.0,2.0,38.6,36.0,35.9
LYDIT1-4-before_E1_RE_SEC-08_local,8,8.0,2.0,38.2,35.2,35.3
LYDIT1-4-before_E1_RE_SEC-08_local,9,9.0,2.0,37.8,33.9,33.7
LYDIT1-4-before_E1_RE_SEC-08_local,10,10.0,2.0,37.4,36.3,35.8
LYDIT1-4-before_E1_RE_SEC-08_local,11,11.0,2.0,37.6,40.4,41.0
