section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-9-50strokes_E1_RE_SEC-04_local,1,1.0,2.0,97.1,77.5,78.8
LYDIT4-9-50strokes_E1_RE_SEC-04_local,2,2.0,2.0,76.4,60.1,60.1
LYDIT4-9-50strokes_E1_RE_SEC-04_local,3,3.0,2.0,70.2,59.8,59.9
LYDIT4-9-50strokes_E1_RE_SEC-04_local,4,4.0,2.0,67.4,59.5,59.6
LYDIT4-9-50strokes_E1_RE_SEC-04_local,5,5.0,2.0,65.7,59.4,59.4
LYDIT4-9-50strokes_E1_RE_SEC-04_local,6,6.0,2.0,64.6,59.0,59.0
LYDIT4-9-50strokes_E1_RE_SEC-04_local,7,7.0,2.0,63.7,59.4,59.3
LYDIT4-9-50strokes_E1_RE_SEC-04_local,8,8.0,2.0,63.3,59.9,59.9
LYDIT4-9-50strokes_E1_RE_SEC-04_local,9,9.0,2.0,62.8,59.7,59.6
LYDIT4-9-50strokes_E1_RE_SEC-04_local,10,10.0,2.0,62.5,60.0,60.1
LYDIT4-9-50strokes_E1_RE_SEC-04_local,11,11.0,2.0,62.3,60.5,60.4
