section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,1,1.0,2.0,87.6,75.1,76.0
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,2,2.0,2.0,74.6,62.0,61.7
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,3,3.0,2.0,70.2,62.0,61.9
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,4,4.0,2.0,68.1,61.6,61.7
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,5,5.0,2.0,66.6,61.0,61.1
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,6,6.0,2.0,65.7,61.4,61.5
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,7,7.0,2.0,65.1,61.8,62.6
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,8,8.0,2.0,64.7,61.5,60.9
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,9,9.0,2.0,64.3,61.4,61.4
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,10,10.0,2.0,64.0,61.3,62.3
LYDIT4-5-1000strokes_E1_RE_SEC-06_local,11,11.0,2.0,63.8,43.5,49.7
