section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-8-2000strokes_E1_RE_SEC-05_local,1,1.0,2.0,57.0,46.7,55.0
FLT8-8-2000strokes_E1_RE_SEC-05_local,2,2.0,2.0,45.3,35.6,35.4
FLT8-8-2000strokes_E1_RE_SEC-05_local,3,3.0,2.0,42.1,35.8,35.6
FLT8-8-2000strokes_E1_RE_SEC-05_local,4,4.0,2.0,40.3,35.6,35.5
FLT8-8-2000strokes_E1_RE_SEC-05_local,5,5.0,2.0,39.4,35.8,35.9
FLT8-8-2000strokes_E1_RE_SEC-05_local,6,6.0,2.0,38.8,36.0,36.0
FLT8-8-2000strokes_E1_RE_SEC-05_local,7,7.0,2.0,38.4,35.9,35.9
FLT8-8-2000strokes_E1_RE_SEC-05_local,8,8.0,2.0,38.0,35.1,34.9
FLT8-8-2000strokes_E1_RE_SEC-05_local,9,9.0,2.0,37.6,35.7,36.8
FLT8-8-2000strokes_E1_RE_SEC-05_local,10,10.0,2.0,37.6,36.4,36.2
FLT8-8-2000strokes_E1_RE_SEC-05_local,11,11.0,2.0,37.4,36.0,35.8
