section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-1000strokes_E1_RE_SEC-01_local,1,1.0,2.0,63.2,51.1,67.3
FLT4-2-1000strokes_E1_RE_SEC-01_local,2,2.0,2.0,49.7,36.0,36.1
FLT4-2-1000strokes_E1_RE_SEC-01_local,3,3.0,2.0,44.4,34.7,35.4
FLT4-2-1000strokes_E1_RE_SEC-01_local,4,4.0,2.0,42.1,35.2,33.7
FLT4-2-1000strokes_E1_RE_SEC-01_local,5,5.0,2.0,40.6,30.2,30.3
FLT4-2-1000strokes_E1_RE_SEC-01_local,6,6.0,2.0,38.2,22.7,25.9
FLT4-2-1000strokes_E1_RE_SEC-01_local,7,7.0,2.0,35.7,17.0,16.4
FLT4-2-1000strokes_E1_RE_SEC-01_local,8,8.0,2.0,32.6,16.8,17.0
FLT4-2-1000strokes_E1_RE_SEC-01_local,9,9.0,2.0,31.4,23.0,23.5
FLT4-2-1000strokes_E1_RE_SEC-01_local,10,10.0,2.0,30.6,25.1,25.4
FLT4-2-1000strokes_E1_RE_SEC-01_local,11,11.0,2.0,30.2,25.2,24.7
