section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-8-before_E1_RE_SEC-09_local,1,1.0,2.0,65.8,63.0,74.9
FLT4-8-before_E1_RE_SEC-09_local,2,2.0,2.0,62.5,59.1,59.1
FLT4-8-before_E1_RE_SEC-09_local,3,3.0,2.0,61.3,58.8,58.8
FLT4-8-before_E1_RE_SEC-09_local,4,4.0,2.0,60.7,58.8,59.0
FLT4-8-before_E1_RE_SEC-09_local,5,5.0,2.0,60.3,59.0,59.0
FLT4-8-before_E1_RE_SEC-09_local,6,6.0,2.0,60.1,58.9,59.0
FLT4-8-before_E1_RE_SEC-09_local,7,7.0,2.0,59.9,58.9,58.8
FLT4-8-before_E1_RE_SEC-09_local,8,8.0,2.0,59.8,57.6,56.8
FLT4-8-before_E1_RE_SEC-09_local,9,9.0,2.0,59.4,59.1,59.4
FLT4-8-before_E1_RE_SEC-09_local,10,10.0,2.0,59.7,60.7,60.0
FLT4-8-before_E1_RE_SEC-09_local,11,11.0,2.0,59.6,59.2,59.2
