section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-12-2000strokes_E1_RE_SEC-07_local,1,1.0,2.0,71.1,58.4,64.2
FLT8-12-2000strokes_E1_RE_SEC-07_local,2,2.0,2.0,57.2,45.6,45.1
FLT8-12-2000strokes_E1_RE_SEC-07_local,3,3.0,2.0,53.2,45.4,45.3
FLT8-12-2000strokes_E1_RE_SEC-07_local,4,4.0,2.0,51.1,45.0,45.1
FLT8-12-2000strokes_E1_RE_SEC-07_local,5,5.0,2.0,49.8,45.1,45.0
FLT8-12-2000strokes_E1_RE_SEC-07_local,6,6.0,2.0,49.0,45.5,45.4
FLT8-12-2000strokes_E1_RE_SEC-07_local,7,7.0,2.0,48.5,45.5,45.8
FLT8-12-2000strokes_E1_RE_SEC-07_local,8,8.0,2.0,48.1,45.4,45.6
FLT8-12-2000strokes_E1_RE_SEC-07_local,9,9.0,2.0,47.8,45.3,45.2
FLT8-12-2000strokes_E1_RE_SEC-07_local,10,10.0,2.0,47.5,45.3,45.4
FLT8-12-2000strokes_E1_RE_SEC-07_local,11,11.0,2.0,47.3,45.0,44.7
