section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,1,1.0,2.0,74.8,60.4,59.1
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,2,2.0,2.0,59.0,44.7,44.4
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,3,3.0,2.0,54.0,44.2,44.3
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,4,4.0,2.0,51.3,44.3,44.4
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,5,5.0,2.0,50.0,44.5,44.7
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,6,6.0,2.0,49.0,44.4,44.3
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,7,7.0,2.0,48.4,44.4,44.8
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,8,8.0,2.0,47.8,44.5,44.7
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,9,9.0,2.0,47.5,44.9,44.8
LYDIT5-8-1000strokes_E1_RE_SEC-03_local,10,10.0,2.0,47.2,44.6,44.3
