section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-7-50strokes_E1_RE_SEC-01_local,1,1.0,2.0,73.3,53.2,55.7
LYDIT5-7-50strokes_E1_RE_SEC-01_local,2,2.0,2.0,52.3,34.2,34.0
LYDIT5-7-50strokes_E1_RE_SEC-01_local,3,3.0,2.0,45.9,34.3,34.6
LYDIT5-7-50strokes_E1_RE_SEC-01_local,4,4.0,2.0,42.9,34.8,34.1
LYDIT5-7-50strokes_E1_RE_SEC-01_local,5,5.0,2.0,41.3,34.7,34.9
LYDIT5-7-50strokes_E1_RE_SEC-01_local,6,6.0,2.0,40.1,34.6,34.9
LYDIT5-7-50strokes_E1_RE_SEC-01_local,7,7.0,2.0,39.3,34.8,34.7
LYDIT5-7-50strokes_E1_RE_SEC-01_local,8,8.0,2.0,38.7,35.3,34.9
LYDIT5-7-50strokes_E1_RE_SEC-01_local,9,9.0,2.0,38.4,35.2,34.7
LYDIT5-7-50strokes_E1_RE_SEC-01_local,10,10.0,2.0,38.0,33.6,35.2
LYDIT5-7-50strokes_E1_RE_SEC-01_local,11,11.0,2.0,37.5,35.2,35.3
